decision_date,ticker,decision,type,status,action_taken,outcome_text,size_vs_t_band,current_pct,target_pct,decision_price_date_used,decision_price,current_price_date_used,current_price,return_to_date,return_plus_30d,return_plus_90d,full_doctrine_size_usd,current_size_usd,pnl_at_full_doctrine_size_usd,pnl_at_current_size_usd,pnl_if_acted_on_signal_date_usd,gap_reason,source_record,url
2026-05-16,AVGO,13F Q1 2026 dry-run synthesized — BMNR T1 upgrade triple-confirmed,Research Update,Active,Active,Monday: operator says go to persist Tier 1 deltas to 📊 13F Deltas DB via 13f_quarterly_pull.py --run. BMNR T1 partial step-up (Tranche 1 $12K) now has third independent confirmation.,current 2.4088% vs target 6.0000%,2.408839,6.000000,,,,370.96,,,,109955.04,44144.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/13F-Q1-2026-dry-run-synthesized-BMNR-T1-upgrade-triple-confirmed-362c50314bb68152bad8d31672e4e2b3
2026-05-16,CCJ,13F Q1 2026 dry-run synthesized — BMNR T1 upgrade triple-confirmed,Research Update,Active,Active,Monday: operator says go to persist Tier 1 deltas to 📊 13F Deltas DB via 13f_quarterly_pull.py --run. BMNR T1 partial step-up (Tranche 1 $12K) now has third independent confirmation.,unknown,1.075640,,,,,101.58,,,,,19712.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/13F-Q1-2026-dry-run-synthesized-BMNR-T1-upgrade-triple-confirmed-362c50314bb68152bad8d31672e4e2b3
2026-05-16,NVDA,13F Q1 2026 dry-run synthesized — BMNR T1 upgrade triple-confirmed,Research Update,Active,Active,Monday: operator says go to persist Tier 1 deltas to 📊 13F Deltas DB via 13f_quarterly_pull.py --run. BMNR T1 partial step-up (Tranche 1 $12K) now has third independent confirmation.,current 13.2029% vs target 12.0000%,13.202887,12.000000,,,,195.71,,,,219910.08,241954.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/13F-Q1-2026-dry-run-synthesized-BMNR-T1-upgrade-triple-confirmed-362c50314bb68152bad8d31672e4e2b3
2026-05-16,UUUU,13F Q1 2026 dry-run synthesized — BMNR T1 upgrade triple-confirmed,Research Update,Active,Active,Monday: operator says go to persist Tier 1 deltas to 📊 13F Deltas DB via 13f_quarterly_pull.py --run. BMNR T1 partial step-up (Tranche 1 $12K) now has third independent confirmation.,unknown,1.776181,,,,,14.52,,,,,32550.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/13F-Q1-2026-dry-run-synthesized-BMNR-T1-upgrade-triple-confirmed-362c50314bb68152bad8d31672e4e2b3
2026-05-16,MP,13F Q1 2026 dry-run synthesized — BMNR T1 upgrade triple-confirmed,Research Update,Active,Active,Monday: operator says go to persist Tier 1 deltas to 📊 13F Deltas DB via 13f_quarterly_pull.py --run. BMNR T1 partial step-up (Tranche 1 $12K) now has third independent confirmation.,unknown,0.864954,,,,,54.66,,,,,15851.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/13F-Q1-2026-dry-run-synthesized-BMNR-T1-upgrade-triple-confirmed-362c50314bb68152bad8d31672e4e2b3
,ASTS,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,unknown,0.320476,,,,,86.37,,,,,5873.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,BMNR,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,unknown,3.129243,,,,,15.66,,,,,57346.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,NVDA,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,current 13.2029% vs target 12.0000%,13.202887,12.000000,,,,195.71,,,,219910.08,241954.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,LEU,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,unknown,4.710725,,,,,171.97,,,,,86328.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,MU,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,current 4.0439% vs target 3.0000%,4.043853,3.000000,,,,1140.11,,,,54977.52,74107.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,UUUU,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,unknown,1.776181,,,,,14.52,,,,,32550.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,MP,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,unknown,0.864954,,,,,54.66,,,,,15851.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,AVGO,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,current 2.4088% vs target 6.0000%,2.408839,6.000000,,,,370.96,,,,109955.04,44144.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,CCJ,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,unknown,1.075640,,,,,101.58,,,,,19712.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,MSFT,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,current 1.8993% vs target 5.0000%,1.899285,5.000000,,,,373.95,,,,91629.20,34806.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,AMZN,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,current 1.1705% vs target 4.0000%,1.170478,4.000000,,,,241.01,,,,73303.36,21450.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,ANET,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,unknown,0.420881,,,,,164.11,,,,,7713.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,CRCL,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,unknown,0.000000,,,,,,,,,,0.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,NBIS,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,unknown,1.296803,,,,,261.15,,,,,23765.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
,SMH,Weekend autopilot consolidation 5/16/26 — v11.19 consolidated CI + Patch H rename + 4-script gap surfaced,Rule Change,Active,Active,,unknown,5.268190,,,,,627.53,,,,,96544.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Weekend-autopilot-consolidation-5-16-26-v11-19-consolidated-CI-Patch-H-rename-4-script-gap-sur-362c50314bb681108e7ac6188bb1c1df
2026-05-15,BMNR,CI v11.19: P-IV-CONTEXT added as 15th principle — never characterize IV without IVR and IV-vs-RV,Rule Change,Active,Active,"TBD — verify in next 3-5 sessions: (a) P-IV-CONTEXT fires on options-structure turns without prompt, (b) IV Context Block appears before structure advice, (c) banned phrases stay banned, (d) composite classification correctly applies IVR + IV-vs-RV (reproducible on BMNR/LEU/MP). Re-verify at quarterly retrospective (next: Sunday June 28 2026).",unknown,3.129243,,,,,15.66,,,,,57346.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-19-P-IV-CONTEXT-added-as-15th-principle-never-characterize-IV-without-IVR-and-IV-vs-RV-361c50314bb68129952defc1ae5dfb8e
2026-05-15,LEU,CI v11.19: P-IV-CONTEXT added as 15th principle — never characterize IV without IVR and IV-vs-RV,Rule Change,Active,Active,"TBD — verify in next 3-5 sessions: (a) P-IV-CONTEXT fires on options-structure turns without prompt, (b) IV Context Block appears before structure advice, (c) banned phrases stay banned, (d) composite classification correctly applies IVR + IV-vs-RV (reproducible on BMNR/LEU/MP). Re-verify at quarterly retrospective (next: Sunday June 28 2026).",unknown,4.710725,,,,,171.97,,,,,86328.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-19-P-IV-CONTEXT-added-as-15th-principle-never-characterize-IV-without-IVR-and-IV-vs-RV-361c50314bb68129952defc1ae5dfb8e
2026-05-15,MP,CI v11.19: P-IV-CONTEXT added as 15th principle — never characterize IV without IVR and IV-vs-RV,Rule Change,Active,Active,"TBD — verify in next 3-5 sessions: (a) P-IV-CONTEXT fires on options-structure turns without prompt, (b) IV Context Block appears before structure advice, (c) banned phrases stay banned, (d) composite classification correctly applies IVR + IV-vs-RV (reproducible on BMNR/LEU/MP). Re-verify at quarterly retrospective (next: Sunday June 28 2026).",unknown,0.864954,,,,,54.66,,,,,15851.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-19-P-IV-CONTEXT-added-as-15th-principle-never-characterize-IV-without-IVR-and-IV-vs-RV-361c50314bb68129952defc1ae5dfb8e
2026-05-15,ANET,CI v11.18 — 5-patch consolidated release (Rule Change),Rule Change,Active,Active,TBD — quarterly retrospective Sunday June 28 2026 (end Q2 2026). Key validation gates: (a) P-STAGE actually fires on 3+ deepdive requests next session-open; (b) Deepdive auto-pull checklist renders at top of every Deepdive without operator prompt; (c) above-Street drift surfaces in pre-flight when held position crosses 25%/60d threshold; (d) Bottom-5 hits framed as funding-source flag in pre-flight wording.,unknown,0.420881,,,,,164.11,,,,,7713.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-18-5-patch-consolidated-release-Rule-Change-361c50314bb681ada8e6c091a782b27b
2026-05-15,ASTS,CI v11.18 — 5-patch consolidated release (Rule Change),Rule Change,Active,Active,TBD — quarterly retrospective Sunday June 28 2026 (end Q2 2026). Key validation gates: (a) P-STAGE actually fires on 3+ deepdive requests next session-open; (b) Deepdive auto-pull checklist renders at top of every Deepdive without operator prompt; (c) above-Street drift surfaces in pre-flight when held position crosses 25%/60d threshold; (d) Bottom-5 hits framed as funding-source flag in pre-flight wording.,unknown,0.320476,,,,,86.37,,,,,5873.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-18-5-patch-consolidated-release-Rule-Change-361c50314bb681ada8e6c091a782b27b
2026-05-15,MU,CI v11.18 — 5-patch consolidated release (Rule Change),Rule Change,Active,Active,TBD — quarterly retrospective Sunday June 28 2026 (end Q2 2026). Key validation gates: (a) P-STAGE actually fires on 3+ deepdive requests next session-open; (b) Deepdive auto-pull checklist renders at top of every Deepdive without operator prompt; (c) above-Street drift surfaces in pre-flight when held position crosses 25%/60d threshold; (d) Bottom-5 hits framed as funding-source flag in pre-flight wording.,current 4.0439% vs target 3.0000%,4.043853,3.000000,,,,1140.11,,,,54977.52,74107.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-18-5-patch-consolidated-release-Rule-Change-361c50314bb681ada8e6c091a782b27b
2026-05-15,CRS,CI v11.18 — 5-patch consolidated release (Rule Change),Rule Change,Active,Active,TBD — quarterly retrospective Sunday June 28 2026 (end Q2 2026). Key validation gates: (a) P-STAGE actually fires on 3+ deepdive requests next session-open; (b) Deepdive auto-pull checklist renders at top of every Deepdive without operator prompt; (c) above-Street drift surfaces in pre-flight when held position crosses 25%/60d threshold; (d) Bottom-5 hits framed as funding-source flag in pre-flight wording.,unknown,0.198736,,,,,607.00,,,,,3642.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-18-5-patch-consolidated-release-Rule-Change-361c50314bb681ada8e6c091a782b27b
2026-05-15,FIX,CI v11.18 — 5-patch consolidated release (Rule Change),Rule Change,Active,Active,TBD — quarterly retrospective Sunday June 28 2026 (end Q2 2026). Key validation gates: (a) P-STAGE actually fires on 3+ deepdive requests next session-open; (b) Deepdive auto-pull checklist renders at top of every Deepdive without operator prompt; (c) above-Street drift surfaces in pre-flight when held position crosses 25%/60d threshold; (d) Bottom-5 hits framed as funding-source flag in pre-flight wording.,unknown,0.425465,,,,,1948.76,,,,,7797.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-18-5-patch-consolidated-release-Rule-Change-361c50314bb681ada8e6c091a782b27b
2026-05-15,LITE,CI v11.18 — 5-patch consolidated release (Rule Change),Rule Change,Active,Active,TBD — quarterly retrospective Sunday June 28 2026 (end Q2 2026). Key validation gates: (a) P-STAGE actually fires on 3+ deepdive requests next session-open; (b) Deepdive auto-pull checklist renders at top of every Deepdive without operator prompt; (c) above-Street drift surfaces in pre-flight when held position crosses 25%/60d threshold; (d) Bottom-5 hits framed as funding-source flag in pre-flight wording.,unknown,0.232295,,,,,851.40,,,,,4257.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-18-5-patch-consolidated-release-Rule-Change-361c50314bb681ada8e6c091a782b27b
2026-05-15,IESC,CI v11.18 — 5-patch consolidated release (Rule Change),Rule Change,Active,Active,TBD — quarterly retrospective Sunday June 28 2026 (end Q2 2026). Key validation gates: (a) P-STAGE actually fires on 3+ deepdive requests next session-open; (b) Deepdive auto-pull checklist renders at top of every Deepdive without operator prompt; (c) above-Street drift surfaces in pre-flight when held position crosses 25%/60d threshold; (d) Bottom-5 hits framed as funding-source flag in pre-flight wording.,unknown,0.433977,,,,,723.00,,,,,7953.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-18-5-patch-consolidated-release-Rule-Change-361c50314bb681ada8e6c091a782b27b
2026-05-15,STRL,CI v11.18 — 5-patch consolidated release (Rule Change),Rule Change,Active,Active,TBD — quarterly retrospective Sunday June 28 2026 (end Q2 2026). Key validation gates: (a) P-STAGE actually fires on 3+ deepdive requests next session-open; (b) Deepdive auto-pull checklist renders at top of every Deepdive without operator prompt; (c) above-Street drift surfaces in pre-flight when held position crosses 25%/60d threshold; (d) Bottom-5 hits framed as funding-source flag in pre-flight wording.,unknown,0.476377,,,,,793.64,,,,,8730.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-18-5-patch-consolidated-release-Rule-Change-361c50314bb681ada8e6c091a782b27b
2026-05-15,BMNR,v11.17 Notion infrastructure remediation pass + BMNR/LEU Q1 2026 13F findings,Rule Change,Active,Active,,unknown,3.129243,,,,,15.66,,,,,57346.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/v11-17-Notion-infrastructure-remediation-pass-BMNR-LEU-Q1-2026-13F-findings-361c50314bb68134bdefd5576629ce25
2026-05-15,LEU,v11.17 Notion infrastructure remediation pass + BMNR/LEU Q1 2026 13F findings,Rule Change,Active,Active,,unknown,4.710725,,,,,171.97,,,,,86328.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/v11-17-Notion-infrastructure-remediation-pass-BMNR-LEU-Q1-2026-13F-findings-361c50314bb68134bdefd5576629ce25
,ANET,CI v11.17 → v11.18 bump — five-patch consolidated release,Rule Change,Active,Active,"Pending — verification on next Deepdive invocation that checklist renders at top of response before any narrative content. Expected: 16-item checklist for ANET / CRS / FIX / LITE / IESC / STRL queued deepdives. If checklist doesn't auto-render, P-STAGE + runner-coverage validation flagged as still-bypassed.",unknown,0.420881,,,,,164.11,,,,,7713.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-17-v11-18-bump-five-patch-consolidated-release-361c50314bb681b88a10ccb6b6175a12
,ASTS,CI v11.17 → v11.18 bump — five-patch consolidated release,Rule Change,Active,Active,"Pending — verification on next Deepdive invocation that checklist renders at top of response before any narrative content. Expected: 16-item checklist for ANET / CRS / FIX / LITE / IESC / STRL queued deepdives. If checklist doesn't auto-render, P-STAGE + runner-coverage validation flagged as still-bypassed.",unknown,0.320476,,,,,86.37,,,,,5873.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-17-v11-18-bump-five-patch-consolidated-release-361c50314bb681b88a10ccb6b6175a12
,MU,CI v11.17 → v11.18 bump — five-patch consolidated release,Rule Change,Active,Active,"Pending — verification on next Deepdive invocation that checklist renders at top of response before any narrative content. Expected: 16-item checklist for ANET / CRS / FIX / LITE / IESC / STRL queued deepdives. If checklist doesn't auto-render, P-STAGE + runner-coverage validation flagged as still-bypassed.",current 4.0439% vs target 3.0000%,4.043853,3.000000,,,,1140.11,,,,54977.52,74107.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/CI-v11-17-v11-18-bump-five-patch-consolidated-release-361c50314bb681b88a10ccb6b6175a12
2026-05-15,,Fundstrat Top 5 / Bottom 5 methodology recalibration — demote to ~1-month tactical anchor; introduce repeated-endorsement multiplier,Rule Change,Active,Active,"RE-SURFACED ASYMMETRIC OPPORTUNITIES UNDER RECALIBRATED FRAMEWORK (will validate over time):

- ANET ($177.73 4/22 -> $144.86 5/15 = -18.5%, still on Top 5 list) = cleanest re-entry-below-naming setup. Setup was invisible under prior framing because Top 5 inclusion looked stale; under new framing, it's an active Newton-endorsed timing call you'd be entering BELOW Fundstrat's add price.

- LITE & FIX (both added 2/6/26, on list 5/15 = 3+ monthly reviews survived) -> newly elevated as repeated-endorsement candidates eligible for Tier A standalone.

- AMD ATH-pursuit setup unchanged (Tier B with options expression only; was already AVOID-EQUITY-EXPRESS-VIA-OPTIONS).

- LEU LEAPS unchanged (anchored by Meridian multi-year HALEU thesis, not by Fundstrat Top 5).

- Bottom 5 hits cross-check continues firing in pre-flight but reframed surface language.

v11.18 PATCH CANDIDATE (separate work, not part of this DL entry):
- Update P-ASYMMETRIC named-anchor strength ranking (Top 5 standalone -> Tier B-anchor, repeated-endorsement -> Tier A-anchor)
- Add repeated-endorsement multiplier definition to CI
- Update v11.15 Bottom-5 cross-check surface language
- Add monthly adds/drops tracking to Launcher mechanics",unknown,0.000000,,,,,,,,,,0.00,,,,to_date: no ticker detected; plus_30d: no ticker detected; plus_90d: no ticker detected; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Fundstrat-Top-5-Bottom-5-methodology-recalibration-demote-to-1-month-tactical-anchor-introduce-361c50314bb681e08db3f54fd99db2d7
2026-05-14,BMNR,BMNR options multi-horizon stack — Two-Lens Tier A confirmed on CLARITY T1 trigger; cap-gate methodology validated; share-swap to fund options rejected,Research Update,Active,Active,,unknown,3.129243,,,,,15.66,,,,,57346.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/BMNR-options-multi-horizon-stack-Two-Lens-Tier-A-confirmed-on-CLARITY-T1-trigger-cap-gate-methodo-361c50314bb68147a81cebb9be235e36
,ASTS,"v11.11 re-entry zone alert miss audit — ASTS touched 5/5-7 and 5/12, no alert fired",Rule Change,,Rule Change,"Pending — backlog items for next session: verify script wiring in v11.17 unified runner, schema check on Live Theses zone fields, retroactive promotion-criteria check on ASTS, consider v11.18+ runner-coverage validation patch",unknown,0.320476,,,,,86.37,,,,,5873.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/v11-11-re-entry-zone-alert-miss-audit-ASTS-touched-5-5-7-and-5-12-no-alert-fired-361c50314bb681759247c5422e3af9f1
2026-05-14,LEU,Game B IV overlay live sweep snapshot — 12 conviction names classified 5/14/26,Research Update,Active,Active,,unknown,4.710725,,,,,171.97,,,,,86328.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Game-B-IV-overlay-live-sweep-snapshot-12-conviction-names-classified-5-14-26-361c50314bb6811a9ca4ce5bccb717f7
2026-05-14,BMNR,Game B IV overlay live sweep snapshot — 12 conviction names classified 5/14/26,Research Update,Active,Active,,unknown,3.129243,,,,,15.66,,,,,57346.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Game-B-IV-overlay-live-sweep-snapshot-12-conviction-names-classified-5-14-26-361c50314bb6811a9ca4ce5bccb717f7
2026-05-14,MU,Game B IV overlay live sweep snapshot — 12 conviction names classified 5/14/26,Research Update,Active,Active,,current 4.0439% vs target 3.0000%,4.043853,3.000000,,,,1140.11,,,,54977.52,74107.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Game-B-IV-overlay-live-sweep-snapshot-12-conviction-names-classified-5-14-26-361c50314bb6811a9ca4ce5bccb717f7
2026-05-14,SMH,Game B IV overlay live sweep snapshot — 12 conviction names classified 5/14/26,Research Update,Active,Active,,unknown,5.268190,,2026-05-14,454.80,2026-07-01,627.53,0.379793,0.200880,,,96544.00,,36666.77,,plus_90d: horizon not mature in local price series; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Game-B-IV-overlay-live-sweep-snapshot-12-conviction-names-classified-5-14-26-361c50314bb6811a9ca4ce5bccb717f7
2026-05-14,NVDA,Game B IV overlay live sweep snapshot — 12 conviction names classified 5/14/26,Research Update,Active,Active,,current 13.2029% vs target 12.0000%,13.202887,12.000000,,,,195.71,,,,219910.08,241954.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Game-B-IV-overlay-live-sweep-snapshot-12-conviction-names-classified-5-14-26-361c50314bb6811a9ca4ce5bccb717f7
