source,ticker,quality_ladder,tier,horizon,window_days,outcome,outcome_bucket,date,window_end,backfill,source_record,id,url
Lee,"SMH, DRAM, SOX, SOXX, MU, NVDA, AVGO, MAGS",Target,B,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,389c5031-4bb6-81c9-8baf-ebbf106e34e6,https://app.notion.com/p/Lee-6-24-First-Word-semis-7-framed-as-buyable-389c50314bb681c98bafebbf106e34e6
Lee,"MU, SOX, SMH, QQQ, AI semis",Target,B,15-30d,18,Pending,open,2026-06-23,2026-07-11,False,notion_source_call_log,389c5031-4bb6-8130-baa0-e9914edb12e1,https://app.notion.com/p/Lee-6-23-Flash-tech-memory-selloff-overdone-against-AI-infra-cycle-389c50314bb68130baa0e9914edb12e1
Newton,"Copper futures, CPER, FXI",Specific,A,0-14d,8,Pending,open,2026-06-23,2026-07-01,False,notion_source_call_log,389c5031-4bb6-815e-88cf-d029129cbe91,https://app.notion.com/p/Newton-6-23-Flash-Copper-weakness-short-lived-6-ton-expected-to-hold-389c50314bb6815e88cfd029129cbe91
Newton,"Silver futures, SLV, SIL, GOLD",Specific,A,15-30d,18,Pending,open,2026-06-23,2026-07-11,False,notion_source_call_log,389c5031-4bb6-8173-883e-e2a6bbb1a91f,https://app.notion.com/p/Newton-6-23-DTS-Flash-Silver-nearing-tradeable-low-by-early-July-389c50314bb68173883ee2a6bbb1a91f
Newton,"FXI, China equities",Specific,A,15-30d,30,Pending,open,2026-06-23,2026-07-23,False,notion_source_call_log,389c5031-4bb6-8196-ab4b-c0b4608f9bd4,https://app.notion.com/p/Newton-6-23-DTS-FXI-breakdown-requires-stabilization-before-dip-buy-389c50314bb68196ab4bc0b4608f9bd4
Newton,"SPX, SPY, QQQ, MAGS, ES, MU",Specific,A,0-14d,4,Pending,open,2026-06-23,2026-06-27,False,notion_source_call_log,389c5031-4bb6-81cb-8ab1-c225d33b7ee4,https://app.notion.com/p/Newton-6-23-DTS-SPX-QQQ-pullback-should-bottom-before-June-lows-break-389c50314bb681cb8ab1c225d33b7ee4
Newton,"KOSPI, EWY, SOX, MU, SK Hynix",Target,B,121d+,130,Pending,open,2026-06-23,2026-10-31,False,notion_source_call_log,389c5031-4bb6-81de-8ef5-f6a2bf9c9f37,https://app.notion.com/p/Newton-6-23-DTS-KOSPI-SOX-divergence-needs-scrutiny-not-fade-yet-389c50314bb681de8ef5f6a2bf9c9f37
Newton,"KIE, Insurance, Financials",Specific,A,31-60d,38,Pending,open,2026-06-23,2026-07-31,False,notion_source_call_log,389c5031-4bb6-81de-9888-c1f7ff037678,https://app.notion.com/p/Newton-6-23-DTS-KIE-breakout-targets-upper-60s-389c50314bb681de9888c1f7ff037678
Lee,"SPY, QQQ, IWM, IWB, VIX, TLT",Target,B,0-14d,4,Pending,open,2026-06-23,2026-06-27,False,notion_source_call_log,389c5031-4bb6-81f8-b174-df21a51f2fba,https://app.notion.com/p/Lee-6-23-Flash-rebalance-turmoil-plus-better-macro-framed-as-buy-the-dip-389c50314bb681f8b174df21a51f2fba
Other,"AMD, ASX, SANM, TSMC, SPIL, NVDA",Vague,D,61-120d,99,Unscored,open,2026-06-23,2026-09-30,False,notion_source_call_log,388c5031-4bb6-81af-9c3d-fb43756fe078,https://app.notion.com/p/Fung-6-23-First-to-Market-AMD-Taiwan-partner-bottleneck-watch-388c50314bb681af9c3dfb43756fe078
Lee,"SPY, SPX",Specific,A,0-14d,4,Pending,open,2026-06-22,2026-06-26,False,notion_source_call_log,388c5031-4bb6-8161-bfd9-fab7cb14be6e,https://app.notion.com/p/Lee-6-22-Macro-Minute-post-Warsh-S-P-stall-still-framed-as-buy-the-dip-388c50314bb68161bfd9fab7cb14be6e
Lee,"TLT, TNX, SPY",Target,B,0-14d,4,Pending,open,2026-06-22,2026-06-26,False,notion_source_call_log,388c5031-4bb6-81b6-9ea9-c17ada71a1b6,https://app.notion.com/p/Lee-6-22-Macro-Minute-yields-are-the-current-Warsh-digestion-headwind-388c50314bb681b69ea9c17ada71a1b6
Newton,"SPX, SPY, QQQ, TNX, CL",Target,B,0-14d,4,Pending,open,2026-06-22,2026-06-26,False,notion_source_call_log,388c5031-4bb6-8101-8fc2-fc57f2a3885a,https://app.notion.com/p/Newton-6-22-Flash-SPX-7465-7450-support-and-minor-weakness-buyable-388c50314bb681018fc2fc57f2a3885a
Newton,"QQQ, SPX, MAGS, GOOGL, AMZN, META, MSFT, NFLX",Specific,A,15-30d,21,Pending,open,2026-06-22,2026-07-13,False,notion_source_call_log,388c5031-4bb6-8152-9774-d33e6717843f,https://app.notion.com/p/Newton-6-22-DTS-QQQ-Mag-7-dip-opportunity-while-June-lows-hold-388c50314bb681529774d33e6717843f
Newton,GOOGL,Target,B,0-14d,14,Pending,open,2026-06-22,2026-07-06,False,notion_source_call_log,388c5031-4bb6-8157-b434-e5764975e451,https://app.notion.com/p/Newton-6-22-Flash-GOOGL-near-340-support-recheck-zone-388c50314bb68157b434e5764975e451
Newton,"ETH, BTC",Target,B,61-120d,100,Pending,open,2026-06-22,2026-09-30,False,notion_source_call_log,388c5031-4bb6-8161-8d4b-cd45abb1864f,https://app.notion.com/p/Newton-6-22-Crypto-Flash-ETH-BTC-bounce-into-early-July-resistance-before-Q3-risk-388c50314bb681618d4bcd45abb1864f
Newton,TNX,Target,B,0-14d,8,Pending,open,2026-06-22,2026-06-30,False,notion_source_call_log,388c5031-4bb6-8188-8b24-cf8313bfac24,https://app.notion.com/p/Newton-6-22-Flash-TNX-4-50-4-52-cap-before-below-4-40-388c50314bb681888b24cf8313bfac24
Newton,MSFT,Target,B,61-120d,100,Pending,open,2026-06-22,2026-09-30,False,notion_source_call_log,388c5031-4bb6-818f-9d75-d3facfc1b68c,https://app.notion.com/p/Newton-6-22-DTS-MSFT-355-line-in-sand-possible-415-430-into-fall-388c50314bb6818f9d75d3facfc1b68c
Newton,"MAGS, QQQ",Target,B,15-30d,21,Pending,open,2026-06-22,2026-07-13,False,notion_source_call_log,388c5031-4bb6-81af-b76c-fd66a3df5387,https://app.notion.com/p/Newton-6-22-DTS-MAGS-61-24-63-13-support-shelf-and-DeMark-exhaustion-388c50314bb681afb76cfd66a3df5387
Farrell,"MSTR, BTC, STRC",Vague,D,15-30d,30,Pending,open,2026-06-22,2026-07-22,False,notion_source_call_log,388c5031-4bb6-81e1-84c5-efc423f4b897,https://app.notion.com/p/Farrell-6-22-Crypto-Flash-MSTR-reserve-rebuild-improves-still-below-12-month-coverage-388c50314bb681e184c5efc423f4b897
Other,"XOP, TNX",Vague,D,31-60d,60,Unscored,open,2026-06-22,2026-08-21,False,notion_source_call_log,387c5031-4bb6-81a0-94ce-e34f0fda2cc6,https://app.notion.com/p/Block-Iran-Hormuz-policy-context-keeps-oil-rates-event-risk-lane-live-387c50314bb681a094cee34f0fda2cc6
Newton,SPCX,Vague,D,0-14d,9,Unscored,open,2026-06-18,2026-06-27,False,notion_source_call_log,384c5031-4bb6-8109-9161-eee7c40a1793,https://app.notion.com/p/Newton-6-18-FlashInsights-SPCX-must-reclaim-187-support-172-risk-to-158-162-384c50314bb681099161eee7c40a1793
Newton,"RCD, XLY, RSP, SPX",Directional,C,15-30d,30,Pending,open,2026-06-18,2026-07-18,False,notion_source_call_log,384c5031-4bb6-8125-a10a-c8bad8af0333,https://app.notion.com/p/Newton-6-18-DTS-Consumer-Discretionary-RCD-testing-2026-downtrend-breakout-confirms-above-58-384c50314bb68125a10ac8bad8af0333
Newton,"QQQ, SPX, SPY, MAGS, SMH",Target,B,0-14d,12,Pending,open,2026-06-18,2026-06-30,False,notion_source_call_log,384c5031-4bb6-8147-9b3c-f5882542f5ef,https://app.notion.com/p/Newton-6-18-DTS-QQQ-held-722-upside-refs-757-09-779-27-concern-below-722-384c50314bb681479b3cf5882542f5ef
Newton,"XHB, TNX, ITB, SPX",Directional,C,15-30d,30,Pending,open,2026-06-18,2026-07-18,False,notion_source_call_log,384c5031-4bb6-8177-a282-f66cdda8e179,https://app.notion.com/p/Newton-6-18-DTS-XHB-minor-breakout-reached-112-range-top-target-near-123-as-yields-fall-384c50314bb68177a282f66cdda8e179
Newton,"C, BAC, BKX, XLF, RYF, KRE",Directional,C,15-30d,22,Pending,open,2026-06-18,2026-07-10,False,notion_source_call_log,384c5031-4bb6-8186-a8f6-d28a21fe4bf4,https://app.notion.com/p/Newton-6-18-FlashInsights-KBW-Banks-breakout-broadens-Financials-leadership-384c50314bb68186a8f6d28a21fe4bf4
Newton,"SPX, SPY, QQQ, RSP, RSPT, RCD",Target,B,0-14d,12,Pending,open,2026-06-18,2026-06-30,False,notion_source_call_log,384c5031-4bb6-818c-9e85-cb8fe3252881,https://app.notion.com/p/Newton-6-18-DTS-SPX-QQQ-expected-to-push-to-new-highs-by-month-end-as-breadth-broadens-384c50314bb6818c9e85cb8fe3252881
Newton,"DXY, USDJPY, FXY, QQQ, SMH, BTC",Directional,C,15-30d,30,Pending,open,2026-06-18,2026-07-18,False,notion_source_call_log,384c5031-4bb6-81a4-afd2-e2c3aead51fc,https://app.notion.com/p/Newton-6-18-FlashInsights-DXY-resistance-near-101-USDJPY-159-31-breach-would-confirm-Yen-strength-384c50314bb681a4afd2e2c3aead51fc
Newton,"SMH, SOXX, SOX, NVDA, MU, AVGO, MAGS",Target,B,15-30d,22,Pending,open,2026-06-18,2026-07-10,False,notion_source_call_log,384c5031-4bb6-81b7-9441-f1ca6f28ac9b,https://app.notion.com/p/Newton-6-18-FlashInsights-Semis-remain-trend-following-bullish-until-weakness-under-595-710-714-re-384c50314bb681b79441f1ca6f28ac9b
Newton,"JETS, DAL, WTI, USO",Target,B,15-30d,30,Pending,open,2026-06-18,2026-07-18,False,notion_source_call_log,384c5031-4bb6-81d1-ad25-f1362532bb7b,https://app.notion.com/p/Newton-6-18-DTS-JETS-DAL-nearing-airline-breakout-JETS-above-32-opens-high-30s-target-384c50314bb681d1ad25f1362532bb7b
Other,"WTI, USO, XLE, XOP, TNX, SPX, QQQ, BTC, ETH",Vague,D,31-60d,60,Unscored,open,2026-06-18T16:25:00.000+00:00,2026-08-17,False,notion_source_call_log,383c5031-4bb6-8181-bc0d-cfb6589b87af,https://app.notion.com/p/Block-6-18-US-Policy-Iran-MoU-reopens-Hormuz-blockades-but-leaves-a-60-day-policy-risk-window-383c50314bb68181bc0dcfb6589b87af
Other,"WTI, USO, XLE, XOP, TNX, SPX, QQQ",Vague,D,31-60d,43,Unscored,open,2026-06-18T13:10:00.000+00:00,2026-07-31,False,notion_source_call_log,383c5031-4bb6-819c-9d70-d747c3f11b86,https://app.notion.com/p/Fung-6-18-FTM-China-restocking-risk-means-oil-may-not-straight-line-back-to-pre-war-levels-383c50314bb6819c9d70d747c3f11b86
Newton,"XLU, RYU, QQQ, RSP, RSPT",Directional,C,15-30d,16,Pending,open,2026-06-17T23:40:00.000+00:00,2026-07-03,False,notion_source_call_log,383c5031-4bb6-8112-a2b7-c15d4b5c4f77,https://app.notion.com/p/Newton-6-17-DTS-Utilities-relative-turn-confirms-defensive-broadening-while-tech-remains-stretched--383c50314bb68112a2b7c15d4b5c4f77
Farrell,"BTC, ETH, IBIT, ETHA, BMNR, MSTR",Directional,C,61-120d,105,Pending,open,2026-06-17T23:40:00.000+00:00,2026-09-30,False,notion_source_call_log,383c5031-4bb6-8188-b782-ec7ee1d5a15b,https://app.notion.com/p/Farrell-6-17-Crypto-Warsh-regime-is-near-term-crypto-headwind-but-potential-2H-tailwind-if-inflatio-383c50314bb68188b782ec7ee1d5a15b
Other,"SPX, SPY, QQQ, TNX, DXY, BTC, ETH",Vague,D,31-60d,44,Unscored,open,2026-06-17T23:40:00.000+00:00,2026-07-31,False,notion_source_call_log,383c5031-4bb6-81c5-9bd0-fe4338985a82,https://app.notion.com/p/Fed-Watch-6-17-Warsh-dots-shifted-hawkish-but-committee-conviction-stayed-split-and-policy-signal--383c50314bb681c59bd0fe4338985a82
Newton,"DXY, 2Y, TNX, SPX, QQQ, BTC, ETH",Directional,C,15-30d,16,Pending,open,2026-06-17T23:40:00.000+00:00,2026-07-03,False,notion_source_call_log,383c5031-4bb6-81ce-9d06-fc9fbbe5f582,https://app.notion.com/p/Newton-6-17-DTS-DXY-and-2Y-spike-look-exaggerated-at-resistance-weaker-dollar-rates-down-thesis-st-383c50314bb681ce9d06fc9fbbe5f582
Newton,"SPX, SPY, QQQ, SMH, NVDA, MU",Target,B,15-30d,16,Pending,open,2026-06-17T23:40:00.000+00:00,2026-07-03,False,notion_source_call_log,383c5031-4bb6-81d0-9a8c-e351d3ba1451,https://app.notion.com/p/Newton-6-17-DTS-SPX-FOMC-pullback-is-backing-filling-into-support-not-a-trend-break-383c50314bb681d09a8ce351d3ba1451
Newton,"XBI, IBB, TVTX, TGTX, TWST, RVMD, ALKS, ARWR, KRYS, EXEL, NUVL, NBIX, INCY, PTCT, MRNA",Specific,A,31-60d,60,Pending,open,2026-06-17T23:40:00.000+00:00,2026-08-16,False,notion_source_call_log,383c5031-4bb6-81eb-9562-cd45d6f9a2d0,https://app.notion.com/p/Newton-6-17-DTS-XBI-broke-out-to-multi-year-highs-targets-157-then-173-IBB-confirmation-above-179-383c50314bb681eb9562cd45d6f9a2d0
Other,"PZZA, YUM, YUMC",Vague,D,31-60d,44,Unscored,open,2026-06-17T13:10:00.000+00:00,2026-07-31,False,notion_source_call_log,382c5031-4bb6-81fa-9cde-d390058c58f8,https://app.notion.com/p/Fung-6-17-FTM-YUM-Pizza-Hut-exit-plus-pizza-cost-demand-pressure-is-consumer-context-not-a-trade-c-382c50314bb681fa9cded390058c58f8
Lee,"SPCX, NVDA",Vague,D,0-14d,2,Unscored,open,2026-06-17T01:40:00.000+00:00,2026-06-19,False,notion_source_call_log,382c5031-4bb6-8131-a198-da74a398314f,https://app.notion.com/p/Lee-6-16-Macro-Minute-Warsh-limited-comms-Fed-debut-and-SPCX-NVDA-float-context-no-clean-forward-t-382c50314bb68131a198da74a398314f
Farrell,"BTC, crypto majors",Target,B,15-30d,30,Pending,open,2026-06-17T02:40:00.000+00:00,2026-07-17,False,notion_source_call_log,382c5031-4bb6-8186-a51b-d85fc3e56b41,https://app.notion.com/p/Farrell-6-16-Crypto-BTC-tactical-rally-possible-over-coming-weeks-if-FOMC-supports-dovish-repricing-382c50314bb68186a51bd85fc3e56b41
Farrell,"STRC, MSTR, BTC",Directional,C,15-30d,30,Pending,open,2026-06-17T02:40:00.000+00:00,2026-07-17,False,notion_source_call_log,382c5031-4bb6-8189-813e-f6005c7f2b0f,https://app.notion.com/p/Farrell-6-16-Crypto-STRC-weakness-below-92-remains-a-Strategy-MSTR-demand-engine-risk-for-BTC-382c50314bb68189813ef6005c7f2b0f
Farrell,"BTC, ETH, crypto majors",Directional,C,15-30d,30,Pending,open,2026-06-17T02:40:00.000+00:00,2026-07-17,False,notion_source_call_log,382c5031-4bb6-819f-961f-deb733538034,https://app.notion.com/p/Farrell-6-16-Crypto-risk-reward-has-improved-but-durable-lows-are-not-confirmed-and-high-convictio-382c50314bb6819f961fdeb733538034
Newton,"RYU, XLU, RSPU, RSP",Directional,C,15-30d,16,Pending,open,2026-06-17T00:25:00.000+00:00,2026-07-03,False,notion_source_call_log,382c5031-4bb6-812a-898c-c3c765b03950,https://app.notion.com/p/Newton-6-16-DTS-Utilities-breakout-relative-turn-RYU-XLU-can-join-broadening-leaders-if-follow-thr-382c50314bb6812a898cc3c765b03950
Newton,"SPX, QQQ",Directional,C,0-14d,3,Pending,open,2026-06-16T21:40:00.000+00:00,2026-06-19,False,notion_source_call_log,382c5031-4bb6-8152-b7b6-d4285786e2b7,https://app.notion.com/p/Newton-6-16-Flash-SPX-weakness-should-be-short-lived-7475-7485-support-before-FOMC-Fed-Drift-382c50314bb68152b7b6d4285786e2b7
Newton,"BTCUSD, BTC",Target,B,121d+,166,Pending,open,2026-06-17T00:25:00.000+00:00,2026-11-30,False,notion_source_call_log,382c5031-4bb6-816d-8954-ef53a4edd573,https://app.notion.com/p/Newton-6-16-DTS-BTC-bounce-may-reach-71-73k-into-July-then-risk-59-1k-break-toward-52k-40k-into-fa-382c50314bb6816d8954ef53a4edd573
Newton,"RSPT, RSP, IWF, IWD, QQQ",Vague,D,31-60d,44,Pending,open,2026-06-17T00:25:00.000+00:00,2026-07-31,False,notion_source_call_log,382c5031-4bb6-81ce-8e44-f7baed81caaf,https://app.notion.com/p/Newton-6-16-DTS-Tech-leadership-not-cracked-but-stretched-prefer-broadening-equal-weight-over-cha-382c50314bb681ce8e44f7baed81caaf
Farrell,"STRC, MSTR",Vague,D,31-60d,60,Pending,open,2026-06-15,2026-08-14,False,notion_source_call_log,381c5031-4bb6-8128-aac4-e6d863b59c40,https://app.notion.com/p/Farrell-6-15-Crypto-STRC-reserve-coverage-still-sub-threshold-381c50314bb68128aac4e6d863b59c40
Farrell,HYPE,Vague,D,31-60d,60,Pending,open,2026-06-15,2026-08-14,False,notion_source_call_log,381c5031-4bb6-8161-8baf-f0f08df709d0,https://app.notion.com/p/Farrell-6-15-Crypto-HYPE-reclaims-leadership-381c50314bb681618baff0f08df709d0
Farrell,BTC,Vague,D,31-60d,60,Pending,open,2026-06-15,2026-08-14,False,notion_source_call_log,381c5031-4bb6-81cd-b61b-d7d51611e4c6,https://app.notion.com/p/Farrell-6-15-Crypto-BTC-liquidity-backdrop-improves-into-FOMC-381c50314bb681cdb61bd7d51611e4c6
Newton,"WTI crude, RBOB, Energy sector, RYE",Target,B,31-60d,46,Pending,open,2026-06-15T21:40:00.000+00:00,2026-07-31,False,notion_source_call_log,381c5031-4bb6-8117-b40c-cfb72b253af0,https://app.notion.com/p/Newton-6-15-17-40-ET-WTI-breakdown-extends-toward-60-65-into-July-avoid-Energy-dips-381c50314bb68117b40ccfb72b253af0
Newton,"RYE, XLE, WTI crude",Directional,C,31-60d,46,Pending,open,2026-06-15T22:55:00.000+00:00,2026-07-31,False,notion_source_call_log,381c5031-4bb6-812a-a7b2-f5296fcc0476,https://app.notion.com/p/Newton-6-15-DTS-RYE-remains-technical-Underweight-bounces-are-for-reducing-not-adding-381c50314bb6812aa7b2f5296fcc0476
Newton,"SPX, QQQ",Vague,D,0-14d,4,Pending,open,2026-06-15T22:55:00.000+00:00,2026-06-19,False,notion_source_call_log,381c5031-4bb6-81ab-b43a-efb1717f3d55,https://app.notion.com/p/Newton-6-15-DTS-SPX-constructive-after-interim-deal-buy-dips-above-7430-concern-below-7396-381c50314bb681abb43aefb1717f3d55
Newton,"SOXX, SMH, NVDA, MU, AVGO",Directional,C,0-14d,11,Pending,open,2026-06-15T22:55:00.000+00:00,2026-06-26,False,notion_source_call_log,381c5031-4bb6-81f0-a319-c05104c38462,https://app.notion.com/p/Newton-6-15-DTS-SOXX-reasserts-strength-575-576-support-521-99-weekly-line-in-sand-381c50314bb681f0a319c05104c38462
Other,"BBY, ABT, ADUS, CVS",Directional,C,121d+,201,Pending,open,2026-06-13T21:25:00.000+00:00,2026-12-31,False,notion_source_call_log,380c5031-4bb6-8117-9a8b-e8aee4b6d2bd,https://app.notion.com/p/Other-6-13-SFN-Aging-at-home-tailwind-for-BBY-ABT-ADUS-CVS-380c50314bb681179a8be8aee4b6d2bd
Other,"COF, SYF, ECPG",Directional,C,121d+,201,Pending,open,2026-06-13T21:25:00.000+00:00,2026-12-31,False,notion_source_call_log,380c5031-4bb6-8173-9063-d362cf6cb75d,https://app.notion.com/p/Other-6-13-SFN-Credit-stress-backdrop-favors-COF-SYF-ECPG-380c50314bb681739063d362cf6cb75d
Other,"LTH, HIMS, MAR, HLT, H",Directional,C,121d+,201,Pending,open,2026-06-13T21:25:00.000+00:00,2026-12-31,False,notion_source_call_log,380c5031-4bb6-8190-b741-fa8d70ebc72d,https://app.notion.com/p/Other-6-13-SFN-Affluent-Gen-X-spend-supports-LTH-HIMS-MAR-HLT-H-380c50314bb68190b741fa8d70ebc72d
Other,"DASH, CART, AMZN, WMT, TGT",Directional,C,121d+,201,Pending,open,2026-06-13T21:25:00.000+00:00,2026-12-31,False,notion_source_call_log,380c5031-4bb6-8198-98df-ced66c74712e,https://app.notion.com/p/Other-6-13-SFN-Convenience-tailwind-for-DASH-CART-AMZN-WMT-TGT-380c50314bb6819898dfced66c74712e
Other,"HOOD, COIN, IBKR, ICE, CME",Directional,C,121d+,201,Pending,open,2026-06-13T21:25:00.000+00:00,2026-12-31,False,notion_source_call_log,380c5031-4bb6-81ea-b336-eaf81893d41e,https://app.notion.com/p/Other-6-13-SFN-Gen-X-tailwind-for-HOOD-COIN-IBKR-ICE-CME-380c50314bb681eab336eaf81893d41e
Newton,SPX,Vague,D,0-14d,6,Pending,open,2026-06-13T00:40:00.000+00:00,2026-06-19,False,notion_source_call_log,37ec5031-4bb6-8114-b261-f9091fd74262,https://app.notion.com/p/Newton-6-12-DTS-SPX-reclaimed-7430-pivot-next-week-support-7343-7370-37ec50314bb68114b261f9091fd74262
Farrell,"STRC, BTC",Vague,D,15-30d,17,Pending,open,2026-06-13T00:40:00.000+00:00,2026-06-30,False,notion_source_call_log,37ec5031-4bb6-8187-887d-c7ec37b4f10e,https://app.notion.com/p/Farrell-6-12-Crypto-STRC-unlikely-to-drive-meaningful-near-term-BTC-demand-37ec50314bb68187887dc7ec37b4f10e
Newton,"EWRE, WELL, SPG, IRM, EQIX, PSA, VTR, DLR, PLD, REG, HST",Directional,C,61-120d,119,Pending,open,2026-06-13T00:40:00.000+00:00,2026-10-10,False,notion_source_call_log,37ec5031-4bb6-81a3-854a-c6c0f8c74117,https://app.notion.com/p/Newton-6-12-DTS-EWRE-breakout-REITs-technical-Overweight-toward-42-37ec50314bb681a3854ac6c0f8c74117
Newton,USDJPY,Target,B,31-60d,48,Pending,open,2026-06-13T00:40:00.000+00:00,2026-07-31,False,notion_source_call_log,37ec5031-4bb6-81ad-b749-f14a2e00aa3a,https://app.notion.com/p/Newton-6-12-DTS-USDJPY-close-under-160-16-should-trigger-multi-month-decline-37ec50314bb681adb749f14a2e00aa3a
Farrell,"BTC, ETH",Vague,D,0-14d,6,Pending,open,2026-06-13T00:40:00.000+00:00,2026-06-19,False,notion_source_call_log,37ec5031-4bb6-81de-8589-ca3fd28174ba,https://app.notion.com/p/Farrell-6-12-Crypto-BTC-ETH-rangebound-patient-stance-as-demand-stays-weak-37ec50314bb681de8589ca3fd28174ba
unknown,,Unknown,,unknown,,,open,,,False,notion_source_call_log,37dc5031-4bb6-8180-bbc0-f3d34bee4919,https://app.notion.com/p/Tom-Block-6-12-12-33-ET-FOMC-Wednesday-under-new-Chair-Warsh-rates-expected-unchanged-37dc50314bb68180bbc0f3d34bee4919
unknown,,Unknown,,unknown,,,open,,,False,notion_source_call_log,37dc5031-4bb6-81b8-940e-ca542823f56a,https://app.notion.com/p/Newton-6-12-13-55-ET-Financials-Healthcare-favored-weeks-month-ahead-RYF-best-weekly-close-sinc-37dc50314bb681b8940eca542823f56a
unknown,,Unknown,,unknown,,,open,,,False,notion_source_call_log,37dc5031-4bb6-81c1-a749-c39e36175da1,https://app.notion.com/p/Newton-6-12-13-38-ET-OW-REITs-EWRE-new-ATHs-on-volume-rates-down-on-Iran-deal-catalyst-top-10-R-37dc50314bb681c1a749c39e36175da1
unknown,,Unknown,,unknown,,,open,,,False,notion_source_call_log,37dc5031-4bb6-81f5-aa35-c97f9999d7a6,https://app.notion.com/p/Newton-6-12-12-13-ET-Lows-likely-in-buy-dips-SPX-support-7360-resistance-7456-7475-37dc50314bb681f5aa35c97f9999d7a6
Lee,"XLE, XLB",Vague,D,15-30d,30,Pending,open,2026-06-12,2026-07-12,False,notion_source_call_log,37dc5031-4bb6-8119-8c26-e79f6bcbb194,https://app.notion.com/p/Tom-Lee-keeps-favoring-Energy-and-Basic-Materials-in-the-current-rising-phase-37dc50314bb681198c26e79f6bcbb194
Lee,"XLF, KRE",Vague,D,15-30d,30,Pending,open,2026-06-12,2026-07-12,False,notion_source_call_log,37dc5031-4bb6-811b-b9f1-d571b307e3cf,https://app.notion.com/p/Tom-Lee-keeps-favoring-Financials-including-large-cap-and-regional-banks-37dc50314bb6811bb9f1d571b307e3cf
Newton,QQQ,Target,B,0-14d,14,Pending,open,2026-06-10,2026-06-24,False,notion_source_call_log,37dc5031-4bb6-8147-9cbe-d7a6684b036a,https://app.notion.com/p/QQQ-vulnerable-to-675-next-week-664-681-key-support-37dc50314bb681479cbed7a6684b036a
Newton,EWY,Target,B,0-14d,14,Pending,open,2026-06-10,2026-06-24,False,notion_source_call_log,37dc5031-4bb6-815c-a8d9-f16dc495b9c7,https://app.notion.com/p/EWY-vulnerable-into-next-week-toward-167-151-154-if-pressure-worsens-37dc50314bb6815ca8d9f16dc495b9c7
Lee,XLI,Vague,D,15-30d,30,Pending,open,2026-06-12,2026-07-12,False,notion_source_call_log,37dc5031-4bb6-8162-85e7-ce1a05ea4ac6,https://app.notion.com/p/Tom-Lee-keeps-favoring-Industrials-especially-bullet-makers-37dc50314bb6816285e7ce1a05ea4ac6
Newton,"QQQ, SPX",Target,B,0-14d,14,Pending,open,2026-06-11,2026-06-25,False,notion_source_call_log,37dc5031-4bb6-8175-9881-ec96f6b5681e,https://app.notion.com/p/QQQ-717-50-and-SPX-7430-must-confirm-before-chasing-tech-37dc50314bb681759881ec96f6b5681e
Newton,CL,Target,B,15-30d,30,Pending,open,2026-06-11,2026-07-11,False,notion_source_call_log,37dc5031-4bb6-818e-9802-ffdcadc88821,https://app.notion.com/p/WTI-break-below-85-95-can-target-60-into-September-37dc50314bb6818e9802ffdcadc88821
Lee,"MAGS, IBIT, ETHA",Vague,D,15-30d,30,Pending,open,2026-06-12,2026-07-12,False,notion_source_call_log,37dc5031-4bb6-81a7-be99-f80ba6d13849,https://app.notion.com/p/Tom-Lee-keeps-favoring-MAG7-plus-Bitcoin-and-Ethereum-in-the-current-rising-phase-37dc50314bb681a7be99f80ba6d13849
Lee,IWM,Vague,D,15-30d,30,Pending,open,2026-06-12,2026-07-12,False,notion_source_call_log,37dc5031-4bb6-81b6-898e-f2cc497a7946,https://app.notion.com/p/Tom-Lee-keeps-favoring-Small-caps-in-the-current-rising-phase-37dc50314bb681b6898ef2cc497a7946
Newton,XHS,Vague,D,31-60d,60,Pending,open,2026-06-10,2026-08-09,False,notion_source_call_log,37dc5031-4bb6-81ba-befb-f82e5b14ad69,https://app.notion.com/p/XHS-favored-long-buy-dips-116-118-upside-132-over-time-37dc50314bb681babefbf82e5b14ad69
Newton,SPX (market-level),Directional,C,15-30d,15,Pending,open,2026-06-11T11:27:00.000+00:00,2026-06-26,False,notion_source_call_log,37cc5031-4bb6-817a-b8f8-debf64d3a7fc,https://app.notion.com/p/Newton-6-11-11-27a-AAII-bears-47-7-spread-17-7-pessimism-elevated-selloff-likely-short-lived-37cc50314bb6817ab8f8debf64d3a7fc
Newton,"SPX, QQQ, WTI crude, Energy sector (XLE)",Target,B,0-14d,8,Pending,open,2026-06-11T15:06:00.000+00:00,2026-06-19,False,notion_source_call_log,37cc5031-4bb6-81b5-bcff-facb889d98c0,https://app.notion.com/p/Newton-6-11-3-06p-strikes-canceled-reversal-equity-downtrend-break-imminent-into-next-week-po-37cc50314bb681b5bcfffacb889d98c0
Newton,"QQQ, SPX",Vague,D,0-14d,7,Pending,open,2026-06-10,2026-06-17,False,notion_source_call_log,37cc5031-4bb6-8130-ba44-c6a5db651e31,https://app.notion.com/p/QQQ-2-drop-accelerates-Growth-Value-rotation-lower-into-next-week-broader-uptrend-intact-37cc50314bb68130ba44c6a5db651e31
